campaign_id,campaign_name,date,target_audience,channel,revenue_generated,impressions,clicks,conversions,spend
906585,Flash Sale,2024-07-23,Inactive,SMS,9061.27,9114,987,18,1571.3
605995,Membership Drive,2024-07-23,Premium,Email,7664.15,3932,797,23,3481.37
837216,Category Promotion,2024-07-23,All,Social Media,4568.82,8545,196,11,2185.45
220469,App Push Notification,2024-07-23,Premium,App,4552.32,3611,373,63,1134.99
451486,Email Campaign,2024-07-23,Inactive,App,8013.88,8047,645,63,1257.39
591766,Referral Program,2024-07-23,New Users,App,9547.25,2318,798,90,4113.87
174479,New User Discount,2024-07-22,All,Social Media,7590.79,3799,998,24,3398.23
306822,Weekend Special,2024-07-22,New Users,Email,3411.08,4804,438,74,2015.84
915788,Festival Offer,2024-07-22,New Users,Social Media,9495.08,4050,654,19,4875.93
596227,Flash Sale,2024-07-22,New Users,Email,9449.68,4091,282,27,3719.26
23552,Membership Drive,2024-07-22,All,SMS,3088.76,8825,282,16,1657.29
109358,Category Promotion,2024-07-22,Inactive,SMS,7277.89,2484,817,88,3937.89
751406,App Push Notification,2024-07-22,New Users,SMS,5557.25,4209,381,89,1582.35
408608,Email Campaign,2024-07-22,Inactive,Email,2056.14,1846,753,15,2876.16
282735,Referral Program,2024-07-22,All,Email,9928.88,5297,669,95,2929.05
371941,New User Discount,2024-07-21,New Users,App,3800.89,1347,547,74,1024
436061,Weekend Special,2024-07-21,All,App,2193.03,4015,632,87,4323.49
246987,Festival Offer,2024-07-21,Premium,SMS,3531.3,1768,256,64,2270.07
951363,Flash Sale,2024-07-21,Inactive,SMS,9804.36,5110,298,54,4827.04
2988,Membership Drive,2024-07-21,Inactive,App,3691.64,8472,701,51,3923.89
415707,Category Promotion,2024-07-21,New Users,Email,3481.58,6666,405,92,2106.13
208932,App Push Notification,2024-07-21,New Users,Social Media,3076.44,9557,611,12,3257.03
702383,Email Campaign,2024-07-21,Inactive,Email,3248.42,3976,687,29,3378.54
789166,Referral Program,2024-07-21,Inactive,App,2309.55,2361,173,93,2182
733320,New User Discount,2024-07-20,New Users,Social Media,3176.98,5217,673,97,2226.61
664577,Weekend Special,2024-07-20,New Users,SMS,5378.85,8025,874,11,3169.96
50715,Festival Offer,2024-07-20,Inactive,Email,7553.54,9611,902,63,1329.49
573344,Flash Sale,2024-07-20,Premium,Email,7983.76,3379,865,85,1213.41
978121,Membership Drive,2024-07-20,All,Social Media,5993.41,2073,565,60,1486.24
317794,Category Promotion,2024-07-20,All,Email,5656.04,3314,382,82,3278.02
110614,App Push Notification,2024-07-20,Inactive,Email,7480.82,4130,959,66,3815.76
913714,Email Campaign,2024-07-20,Premium,SMS,9082.47,3892,530,33,4972.08
379833,Referral Program,2024-07-20,Inactive,App,6111.33,9875,527,90,4312.88
502855,New User Discount,2024-07-19,All,App,7354.26,1082,480,34,1650.2
234616,Weekend Special,2024-07-19,New Users,Email,5844.89,3551,739,59,4340.54
97633,Festival Offer,2024-07-19,Premium,Social Media,4715.53,2598,326,10,4043.62
464736,Flash Sale,2024-07-19,All,Social Media,4773.46,7155,158,92,1324.52
353262,Membership Drive,2024-07-19,All,Social Media,8506.09,9944,551,87,3411.38
943724,Category Promotion,2024-07-19,Inactive,App,5372.35,8474,678,65,4335.04
975447,App Push Notification,2024-07-19,Premium,App,8925.23,2217,390,79,3183.66
964738,Email Campaign,2024-07-19,New Users,App,2915.95,4415,931,26,2594.55
88024,Referral Program,2024-07-19,Premium,Email,5404.69,1201,866,11,1443.96
760467,New User Discount,2024-07-18,Inactive,App,6210.84,5229,638,18,4087.39
834572,Weekend Special,2024-07-18,Inactive,Email,3298.31,4796,572,19,1237.44
342113,Festival Offer,2024-07-18,New Users,SMS,8606.84,3407,705,39,3489.26
882119,Flash Sale,2024-07-18,All,Social Media,3092.27,2364,872,50,2932.34
752217,Membership Drive,2024-07-18,Premium,Email,8440.89,9073,750,65,1530.69
783705,Category Promotion,2024-07-18,New Users,App,2328.8,7715,851,18,3437.52
183782,App Push Notification,2024-07-18,All,Email,8747.87,2867,918,86,4764.01
757777,Email Campaign,2024-07-18,New Users,Email,2201.66,2090,447,25,4475.46
744292,Referral Program,2024-07-18,All,Social Media,4806.66,4068,258,61,3514.21
655671,New User Discount,2024-07-17,Inactive,Social Media,5541.21,3976,190,77,1307.47
920261,Weekend Special,2024-07-17,Inactive,SMS,8274.93,2029,989,50,1849.29
799160,Festival Offer,2024-07-17,New Users,App,7968.14,6115,862,99,1592.4
12627,Flash Sale,2024-07-17,All,Social Media,4779.9,7320,541,31,4870.47
714528,Membership Drive,2024-07-17,Premium,App,7292.98,5213,944,100,1844.61
333795,Category Promotion,2024-07-17,Premium,App,8200.55,8353,186,59,3201.53
70917,App Push Notification,2024-07-17,All,SMS,4051.96,3656,800,80,1558.91
455642,Email Campaign,2024-07-17,Inactive,App,5006.09,7149,608,38,3935.11
290168,Referral Program,2024-07-17,Premium,Social Media,3819.1,4761,595,54,3427.23
242571,New User Discount,2024-07-16,New Users,SMS,8012.07,7831,1000,38,1512.16
121944,Weekend Special,2024-07-16,All,App,8592.7,5323,494,61,2856.75
314278,Festival Offer,2024-07-16,Inactive,SMS,7169.62,9082,730,71,1612.43
787238,Flash Sale,2024-07-16,All,App,5430.74,4129,192,66,3110.73
89310,Membership Drive,2024-07-16,All,Social Media,9253.01,3977,907,35,4993.77
160488,Category Promotion,2024-07-16,Premium,Email,8591.4,1050,667,56,2106.81
307740,App Push Notification,2024-07-16,Premium,Email,3007.54,6777,187,44,3262.53
751465,Email Campaign,2024-07-16,New Users,SMS,9193.41,4932,879,75,1460.37
733710,Referral Program,2024-07-16,All,SMS,5679.95,7580,194,60,2869.34
651888,New User Discount,2024-07-15,All,App,4776.77,9603,621,86,3817.59
453227,Weekend Special,2024-07-15,Premium,SMS,9329.4,8831,989,48,1549.72
375783,Festival Offer,2024-07-15,All,Social Media,6711.24,5484,383,79,3964.89
439764,Flash Sale,2024-07-15,New Users,SMS,4817.59,5733,258,53,3768.62
790767,Membership Drive,2024-07-15,Premium,Email,3816.4,7372,480,96,1825.52
162998,Category Promotion,2024-07-15,All,Email,4550.4,4763,830,13,4454.17
219890,App Push Notification,2024-07-15,Inactive,Email,5463.66,9552,484,23,3512.99
114097,Email Campaign,2024-07-15,New Users,App,6322.59,6379,602,97,2273.47
940058,Referral Program,2024-07-15,New Users,SMS,3198.49,2413,167,56,3895.68
101172,New User Discount,2024-07-14,Premium,Social Media,6277.53,8804,837,91,1266.85
53177,Weekend Special,2024-07-14,Premium,SMS,7341.9,7285,952,17,2561.42
614094,Festival Offer,2024-07-14,New Users,Social Media,8474.09,1395,534,97,3869.44
351761,Flash Sale,2024-07-14,Premium,SMS,6731.98,8777,709,18,4383.07
195184,Membership Drive,2024-07-14,Premium,Email,3088.18,2588,348,10,2145.09
628944,Category Promotion,2024-07-14,New Users,Social Media,9853.52,3131,925,43,3146.68
726827,App Push Notification,2024-07-14,Inactive,Email,5082.43,8767,637,46,2575.69
175775,Email Campaign,2024-07-14,Premium,Email,6823.36,3092,584,82,1450.67
405734,Referral Program,2024-07-14,Inactive,Social Media,5976.87,2353,620,72,4657.85
366652,New User Discount,2024-07-13,New Users,App,4764.24,5165,880,93,2768.65
189306,Weekend Special,2024-07-13,New Users,App,3133.76,5057,538,49,3384.48
15528,Festival Offer,2024-07-13,Premium,SMS,5250.64,9050,710,50,3218.71
826247,Flash Sale,2024-07-13,Inactive,SMS,9343.86,7954,854,79,4169.44
486236,Membership Drive,2024-07-13,Inactive,App,5138.87,8939,623,57,4589.37
858374,Category Promotion,2024-07-13,All,App,5341.12,6372,286,54,4214.35
856974,App Push Notification,2024-07-13,New Users,SMS,4944.02,3773,748,66,3245.65
66358,Email Campaign,2024-07-13,Inactive,App,5275.79,7532,786,17,1880.92
166886,Referral Program,2024-07-13,Premium,SMS,7522.36,2629,756,26,3574.08
81080,New User Discount,2024-07-12,All,SMS,3943.84,7792,784,90,1798.8
467373,Weekend Special,2024-07-12,Inactive,Social Media,8500.54,5335,693,76,3427.39
556175,Festival Offer,2024-07-12,Inactive,Email,5461.8,5224,377,11,2967.36
184133,Flash Sale,2024-07-12,All,SMS,2892.73,4938,556,52,1232.91
862372,Membership Drive,2024-07-12,Inactive,App,8709.17,3247,282,70,1865.25
54772,Category Promotion,2024-07-12,All,App,5918.21,9679,725,83,3628.95
169545,App Push Notification,2024-07-12,All,App,7066.93,4042,249,56,2741.56
124610,Email Campaign,2024-07-12,Premium,Social Media,5642.77,9464,848,32,2229.1
723700,Referral Program,2024-07-12,All,App,7791.85,7223,529,10,4659.41
54604,New User Discount,2024-07-11,Premium,Social Media,4637.3,3850,149,74,1265.22
567737,Weekend Special,2024-07-11,Inactive,Email,4521.23,3093,262,78,2924.72
376369,Festival Offer,2024-07-11,All,SMS,6644.46,9931,889,28,3276.54
772462,Flash Sale,2024-07-11,All,App,6281.78,3842,180,25,3638.26
846900,Membership Drive,2024-07-11,Premium,Email,9180.9,4760,422,56,3286.36
809480,Category Promotion,2024-07-11,Premium,SMS,7052.61,7565,915,23,3489.52
888464,App Push Notification,2024-07-11,New Users,SMS,5658.82,2956,141,43,4048.42
213728,Email Campaign,2024-07-11,Premium,Email,6047.38,8210,935,58,2795.2
127966,Referral Program,2024-07-11,Premium,Email,6463.44,4956,584,75,3771.9
69938,New User Discount,2024-07-10,Inactive,App,6764.98,4510,809,96,3110.1
628694,Weekend Special,2024-07-10,Inactive,App,4373.22,7696,740,30,4977.55
969239,Festival Offer,2024-07-10,All,App,5177.34,7977,149,37,4514.95
274150,Flash Sale,2024-07-10,Premium,SMS,3557.85,3703,115,43,2486.13
692762,Membership Drive,2024-07-10,Inactive,Social Media,2964.52,7660,129,10,2003.11
705971,Category Promotion,2024-07-10,Inactive,SMS,9169.32,9304,336,36,2194.51
253036,App Push Notification,2024-07-10,Inactive,App,8394.96,1209,216,25,2752.45
182648,Email Campaign,2024-07-10,Premium,Social Media,7213.87,8244,433,63,2518.04
288525,Referral Program,2024-07-10,New Users,App,9404.18,2875,845,50,1552.18
817895,New User Discount,2024-07-09,All,Email,8513.25,1355,296,82,3472.55
782906,Weekend Special,2024-07-09,All,Email,9626.29,4620,643,61,1129.88
715842,Festival Offer,2024-07-09,New Users,Social Media,8586.18,3036,616,22,2107.4
436135,Flash Sale,2024-07-09,New Users,SMS,3495.04,6498,327,62,4013.69
720481,Membership Drive,2024-07-09,Premium,Email,8520.82,5610,684,11,3656.24
796370,Category Promotion,2024-07-09,All,SMS,7498.45,9355,721,35,4009.72
921510,App Push Notification,2024-07-09,Premium,Social Media,2431.46,1406,747,45,3243.81
336324,Email Campaign,2024-07-09,Premium,SMS,9464.14,7441,940,20,4885.9
227674,Referral Program,2024-07-09,Inactive,Email,8806.88,6464,990,56,2653.22
779698,New User Discount,2024-07-08,Inactive,Social Media,3313.77,6314,968,20,2430.17
27136,Weekend Special,2024-07-08,Inactive,Social Media,5634.3,3081,663,98,4462.35
367050,Festival Offer,2024-07-08,All,App,7222.11,2827,368,70,1859.92
884549,Flash Sale,2024-07-08,All,Email,4223.28,3824,512,18,1011.12
986752,Membership Drive,2024-07-08,Premium,Email,4303.13,3575,737,47,3896.84
69862,Category Promotion,2024-07-08,All,Social Media,9085.9,7266,643,72,2974.19
575066,App Push Notification,2024-07-08,Inactive,App,9691.47,7977,302,56,3983.37
867631,Email Campaign,2024-07-08,Inactive,Email,3047.53,1298,897,19,4730.77
992548,Referral Program,2024-07-08,All,SMS,7024.88,2955,130,69,3239.74
370831,New User Discount,2024-07-07,All,SMS,9863.18,3971,252,53,4938.28
972938,Weekend Special,2024-07-07,Premium,SMS,7068.8,8867,168,29,4295.72
666778,Festival Offer,2024-07-07,All,App,7350.63,9556,312,30,3153.14
709437,Flash Sale,2024-07-07,Inactive,Email,2820.35,6563,173,55,4805.06
89439,Membership Drive,2024-07-07,Inactive,Social Media,5487.27,3764,559,78,3072.25
687834,Category Promotion,2024-07-07,All,Email,7296.21,3896,881,13,1827.35
497519,App Push Notification,2024-07-07,Inactive,App,5632.85,3319,572,50,2778.66
338168,Email Campaign,2024-07-07,All,Email,5464.2,1945,665,47,4974.13
804688,Referral Program,2024-07-07,New Users,Email,8076.66,7284,154,16,2848.33
780485,New User Discount,2024-07-06,All,App,7138.51,1819,995,78,4986.38
547115,Weekend Special,2024-07-06,Inactive,SMS,7686.73,4656,535,29,3311.28
227016,Festival Offer,2024-07-06,New Users,Social Media,5730.42,4233,297,86,3920.5
425704,Flash Sale,2024-07-06,Premium,Email,3589.65,3559,724,58,4851.57
731367,Membership Drive,2024-07-06,All,App,4163.05,2501,541,43,1026.38
614126,Category Promotion,2024-07-06,All,Social Media,6716.25,8922,765,75,1243.83
751624,App Push Notification,2024-07-06,Inactive,SMS,5175.76,7284,596,50,2584
962131,Email Campaign,2024-07-06,Inactive,Email,7560.78,5284,969,68,2809.88
590925,Referral Program,2024-07-06,Premium,Email,8064.61,8234,914,29,1899.6
377293,New User Discount,2024-07-05,Inactive,Social Media,2839.56,7771,575,49,4311.66
102043,Weekend Special,2024-07-05,Inactive,App,8166.53,7307,390,42,2870.92
682120,Festival Offer,2024-07-05,New Users,App,2116.41,9806,804,91,4579.07
556237,Flash Sale,2024-07-05,Inactive,App,2849.73,8061,906,83,4928
536075,Membership Drive,2024-07-05,All,Email,7819.18,3374,447,72,3431.27
799187,Category Promotion,2024-07-05,Inactive,SMS,3194.92,8219,111,29,4629.74
660547,App Push Notification,2024-07-05,Inactive,App,8709.88,5188,873,40,2262.6
548705,Email Campaign,2024-07-05,All,SMS,5419.23,3026,884,51,1266.83
461527,Referral Program,2024-07-05,Inactive,App,8629.79,7153,641,98,4563.68
303557,New User Discount,2024-07-04,New Users,SMS,7405.77,2155,682,89,2401.05
698668,Weekend Special,2024-07-04,Premium,App,4768.12,1929,563,56,3292.83
184088,Festival Offer,2024-07-04,New Users,Email,5501.87,3280,568,86,1233.29
895095,Flash Sale,2024-07-04,Inactive,App,7797.98,1306,440,66,3135.58
635618,Membership Drive,2024-07-04,New Users,App,2434.26,7959,389,63,4901.15
133861,Category Promotion,2024-07-04,All,App,6757.26,3083,637,99,3039.8
273112,App Push Notification,2024-07-04,New Users,SMS,6051.97,4825,890,60,4971.96
429218,Email Campaign,2024-07-04,Premium,Social Media,7764.72,4915,743,68,2927.68
299733,Referral Program,2024-07-04,Inactive,App,4550.79,7883,566,69,4658.57
814579,New User Discount,2024-07-03,Premium,SMS,2493.24,4921,712,97,3667.84
703493,Weekend Special,2024-07-03,Premium,App,8736.93,7636,748,93,4831.1
304163,Festival Offer,2024-07-03,New Users,SMS,3781.41,9383,716,99,4343.35
5891,Flash Sale,2024-07-03,Premium,SMS,2280.15,2333,976,96,4851.75
521813,Membership Drive,2024-07-03,All,App,3607.6,2775,654,34,4022.17
630300,Category Promotion,2024-07-03,Inactive,Social Media,3602.84,7652,490,50,4462.33
222013,App Push Notification,2024-07-03,All,App,8038.75,5590,525,65,4865.84
162388,Email Campaign,2024-07-03,Inactive,Social Media,7904.47,1465,213,61,2476.41
1966,Referral Program,2024-07-03,All,App,5330.49,1515,924,96,3621.59
55594,New User Discount,2024-07-02,Premium,Email,6924.21,4990,531,26,2983.34
922544,Weekend Special,2024-07-02,New Users,Email,2739.18,2546,293,25,1171.18
758868,Festival Offer,2024-07-02,All,Email,8652.94,3963,196,12,1571.37
221516,Flash Sale,2024-07-02,New Users,Social Media,4796.48,5859,658,41,1160.27
423614,Membership Drive,2024-07-02,All,Social Media,8529.82,4714,852,37,2305.05
119485,Category Promotion,2024-07-02,All,SMS,5521.58,4253,931,40,4987.84
186094,App Push Notification,2024-07-02,Inactive,SMS,2233.47,5915,402,50,2214.75
304479,Email Campaign,2024-07-02,Premium,App,9339.14,7675,417,88,2789.71
130880,Referral Program,2024-07-02,Premium,SMS,2963.7,7911,867,72,2811.38
244611,New User Discount,2024-07-01,New Users,Social Media,8343.1,6321,187,84,4371.65
88954,Weekend Special,2024-07-01,All,SMS,9710.03,7738,665,43,3656.55
403916,Festival Offer,2024-07-01,Premium,App,2594.59,6960,997,25,1658.6
759311,Flash Sale,2024-07-01,New Users,Social Media,7315.92,7954,845,83,1246.38
571275,Membership Drive,2024-07-01,Inactive,Email,7299.54,4154,845,58,3219.98
51824,Category Promotion,2024-07-01,Premium,Social Media,6671.78,1672,432,17,4330.69
943235,App Push Notification,2024-07-01,Inactive,Social Media,4955.98,6764,228,49,4512.66
275526,Email Campaign,2024-07-01,All,App,3673.46,4561,692,18,3934.35
912695,Referral Program,2024-07-01,Inactive,Email,6160.27,1111,233,34,4448.72
251216,New User Discount,2024-06-30,Premium,Email,7031.51,2114,546,46,1765.54
762137,Weekend Special,2024-06-30,New Users,SMS,4191.05,6175,682,79,1510.5
594632,Festival Offer,2024-06-30,All,App,6076.13,6917,204,13,4736.98
23520,Flash Sale,2024-06-30,New Users,App,7095.81,2732,634,48,1120.18
465937,Membership Drive,2024-06-30,New Users,SMS,4295.43,7461,762,17,3075.9
677909,Category Promotion,2024-06-30,Inactive,App,8928.52,6879,281,67,1482.59
316186,App Push Notification,2024-06-30,New Users,App,4830.83,7950,768,37,4374.78
720847,Email Campaign,2024-06-30,Premium,App,6442.54,3938,998,77,4701.87
403077,Referral Program,2024-06-30,All,Social Media,8518.67,7565,420,76,4381.73
606513,New User Discount,2024-06-29,Inactive,Email,6653.97,3160,477,90,3344.65
456050,Weekend Special,2024-06-29,New Users,Email,6635.48,1044,882,94,4013.88
436310,Festival Offer,2024-06-29,New Users,Email,3091.38,6525,988,58,3159.26
669182,Flash Sale,2024-06-29,Premium,SMS,9531.89,7621,643,26,1998.75
594914,Membership Drive,2024-06-29,Premium,Email,4301,6930,939,70,2594.55
424670,Category Promotion,2024-06-29,Premium,App,9714.68,1444,152,71,2805.14
65645,App Push Notification,2024-06-29,New Users,Social Media,3756.11,7384,986,65,4132.36
33915,Email Campaign,2024-06-29,Inactive,App,3659.99,5404,569,80,3626.89
803902,Referral Program,2024-06-29,Premium,SMS,2398.48,5077,473,41,2580.18
131270,New User Discount,2024-06-28,New Users,Email,3090.76,7761,945,68,1487.79
331187,Weekend Special,2024-06-28,New Users,SMS,3832.22,2132,512,46,4171.41
290631,Festival Offer,2024-06-28,New Users,Email,8894.52,5334,360,22,1139.89
38412,Flash Sale,2024-06-28,Inactive,App,7342.56,3952,731,54,3131.76
832797,Membership Drive,2024-06-28,Inactive,SMS,2103.74,7466,103,38,3591.2
193101,Category Promotion,2024-06-28,Premium,Email,2721.55,1897,860,94,3452.59
818942,App Push Notification,2024-06-28,New Users,Email,3284.97,1498,220,59,4045.16
282366,Email Campaign,2024-06-28,Premium,Email,6411.71,5310,774,44,1266.95
975633,Referral Program,2024-06-28,Inactive,Email,2448.78,1204,498,56,3227.61
203140,New User Discount,2024-06-27,Premium,Email,5374.49,4338,488,35,4529.84
813083,Weekend Special,2024-06-27,All,Email,9204.49,8328,580,55,4854.84
628968,Festival Offer,2024-06-27,Inactive,SMS,3514.78,5139,514,42,2816.39
104067,Flash Sale,2024-06-27,Inactive,Social Media,7113,8835,929,89,1586.68
997019,Membership Drive,2024-06-27,Premium,Social Media,6233.93,4463,248,12,2672.66
549440,Category Promotion,2024-06-27,Premium,App,9391.55,8080,427,26,4881.88
691873,App Push Notification,2024-06-27,All,Social Media,8025.93,5652,128,43,3702.41
107594,Email Campaign,2024-06-27,All,Email,6558.83,3925,618,39,1791.31
558647,Referral Program,2024-06-27,Premium,App,9797.02,7824,283,77,1351.43
675663,New User Discount,2024-06-26,Premium,Social Media,2352.58,2017,666,58,4614.46
780455,Weekend Special,2024-06-26,All,App,9147.46,9298,184,82,4161.56
562182,Festival Offer,2024-06-26,All,Email,5438.85,7412,685,17,1043.7
319024,Flash Sale,2024-06-26,Premium,App,8439.46,4392,130,56,1103.91
539170,Membership Drive,2024-06-26,New Users,Email,3876.93,2867,348,36,3892.36
579100,Category Promotion,2024-06-26,Premium,Email,2489.44,9588,472,23,2439.33
695056,App Push Notification,2024-06-26,New Users,Social Media,7127.26,6103,748,86,2302.33
509838,Email Campaign,2024-06-26,Inactive,Social Media,5810.57,2310,333,46,1001.64
917018,Referral Program,2024-06-26,Inactive,Social Media,4625.85,1152,690,99,1005
709741,New User Discount,2024-06-25,All,App,7675.11,4332,460,65,3744.78
147381,Weekend Special,2024-06-25,New Users,Email,6200.81,8409,376,72,3483.01
268193,Festival Offer,2024-06-25,Premium,SMS,7800.62,5799,673,24,1759.2
874292,Flash Sale,2024-06-25,All,SMS,6324.27,9338,718,51,3121.12
666231,Membership Drive,2024-06-25,Inactive,Social Media,9083.77,3335,363,43,2568.98
854434,Category Promotion,2024-06-25,Premium,Social Media,4216.18,8922,341,36,1539.19
937934,App Push Notification,2024-06-25,Inactive,App,5178.49,2142,297,17,4271.51
160804,Email Campaign,2024-06-25,New Users,Social Media,2783.4,5862,627,50,3294.6
263743,Referral Program,2024-06-25,Inactive,App,4407.4,1915,755,93,3763.84
608413,New User Discount,2024-06-24,All,Social Media,8360.96,8190,822,75,4622.25
296374,Weekend Special,2024-06-24,Premium,Email,7365.3,5930,860,69,4851.63
551476,Festival Offer,2024-06-24,Inactive,App,6458.45,7483,531,79,2613.74
335027,Flash Sale,2024-06-24,All,Email,8143.15,8302,559,53,3655.67
907176,Membership Drive,2024-06-24,Premium,SMS,3927.97,4824,255,75,1681.34
481432,Category Promotion,2024-06-24,Premium,Email,6037.21,5516,566,67,4108.23
7847,App Push Notification,2024-06-24,All,SMS,3696.71,4556,955,78,1163.12
800383,Email Campaign,2024-06-24,Inactive,Social Media,8343.04,3913,588,33,3438.17
125844,Referral Program,2024-06-24,Inactive,App,5040.28,4513,176,31,2615.18
634113,New User Discount,2024-06-23,New Users,App,5748.4,8484,946,53,2318.47
614117,Weekend Special,2024-06-23,Premium,SMS,8058.4,1972,385,13,4477.51
728034,Festival Offer,2024-06-23,New Users,App,7398.63,6781,797,72,4823.82
261225,Flash Sale,2024-06-23,All,App,6378.87,9883,691,100,2077.51
337094,Membership Drive,2024-06-23,New Users,SMS,9641.1,8815,872,10,2548.59
286120,Category Promotion,2024-06-23,New Users,Social Media,6242.52,6234,938,69,3395.14
758184,App Push Notification,2024-06-23,All,Social Media,2878.17,1736,662,44,1487.89
465005,Email Campaign,2024-06-23,Premium,SMS,2537.58,3781,785,17,1003.74
974675,Referral Program,2024-06-23,Premium,App,9047.32,2911,748,77,4334.34
323930,New User Discount,2024-06-22,Inactive,App,8463.58,6643,911,98,4653.49
414375,Weekend Special,2024-06-22,All,SMS,8191.09,2920,756,38,2289.65
208480,Festival Offer,2024-06-22,Premium,SMS,8332.56,7569,635,35,1637
901057,Flash Sale,2024-06-22,All,Social Media,5566.88,6447,190,14,1781.82
929469,Membership Drive,2024-06-22,Premium,SMS,8753.86,6249,835,29,1468.29
572560,Category Promotion,2024-06-22,Premium,Email,9553.86,3292,232,49,1464.95
754004,App Push Notification,2024-06-22,Premium,SMS,6266.45,2490,917,27,4603.79
516036,Email Campaign,2024-06-22,New Users,App,3327.78,5904,693,79,3829.55
345842,Referral Program,2024-06-22,Premium,App,2934.5,4740,589,34,4973.04
503189,New User Discount,2024-06-21,All,Email,7587.44,7381,175,34,4470.77
733405,Weekend Special,2024-06-21,New Users,Email,6769.39,8045,437,66,2813.81
637524,Festival Offer,2024-06-21,Inactive,Email,8321.77,8059,298,81,3677.63
821373,Flash Sale,2024-06-21,Inactive,Email,7723.1,3211,412,46,1645.04
567412,Membership Drive,2024-06-21,All,Social Media,4329.54,7170,312,25,3692.45
372223,Category Promotion,2024-06-21,Inactive,Email,4894.63,3986,492,50,3888.91
402032,App Push Notification,2024-06-21,All,SMS,8320.97,5473,334,91,3286.49
544562,Email Campaign,2024-06-21,Inactive,App,2826.17,3626,517,26,4898.32
688809,Referral Program,2024-06-21,All,Social Media,9021.3,1939,166,15,3686.11
482783,New User Discount,2024-06-20,New Users,SMS,7083.77,8120,243,37,4961.69
100438,Weekend Special,2024-06-20,Premium,Email,8889.88,7651,575,30,1819.94
156818,Festival Offer,2024-06-20,Premium,SMS,5537.53,8842,731,49,2006.5
992276,Flash Sale,2024-06-20,All,Social Media,7002.08,2292,975,71,2306.65
791007,Membership Drive,2024-06-20,Premium,Social Media,8167.9,8837,613,80,4690.93
856955,Category Promotion,2024-06-20,New Users,App,6162.55,9042,228,54,4882.17
502211,App Push Notification,2024-06-20,Inactive,Social Media,3802.35,8187,627,31,2061.34
244847,Email Campaign,2024-06-20,New Users,Social Media,5347.66,7058,534,72,1964.28
404966,Referral Program,2024-06-20,All,Email,6474.87,8314,748,68,4915.11
696282,New User Discount,2024-06-19,All,App,3236.03,4809,452,56,4390.68
424370,Weekend Special,2024-06-19,Premium,App,8689.53,5015,384,33,2029.69
705062,Festival Offer,2024-06-19,Inactive,Email,9400.26,2525,981,90,3110.52
546510,Flash Sale,2024-06-19,New Users,SMS,7319.07,8521,853,57,1430.37
633588,Membership Drive,2024-06-19,New Users,Social Media,6454.6,3967,491,14,1227.33
399272,Category Promotion,2024-06-19,Inactive,Social Media,3664.74,6403,402,95,2811.47
233151,App Push Notification,2024-06-19,Inactive,App,7836.34,6735,722,99,3116.17
584545,Email Campaign,2024-06-19,Premium,Email,7330.31,9595,219,76,3139.81
397862,Referral Program,2024-06-19,Premium,Social Media,2802.28,4450,581,60,3597.88
362364,New User Discount,2024-06-18,Premium,Social Media,7948,6232,943,24,3811.42
539033,Weekend Special,2024-06-18,Inactive,App,2955.67,2741,419,62,3911.23
676015,Festival Offer,2024-06-18,Inactive,Social Media,3880.45,7727,610,94,4262.46
226154,Flash Sale,2024-06-18,Inactive,SMS,4674.56,7178,474,58,1539.4
108908,Membership Drive,2024-06-18,Inactive,Social Media,4584.15,7143,707,48,2205.06
272500,Category Promotion,2024-06-18,All,App,5272.86,9834,124,50,1448.38
83441,App Push Notification,2024-06-18,New Users,Social Media,3850.69,6234,216,14,4251.45
596814,Email Campaign,2024-06-18,Inactive,Email,6058.77,2352,804,36,4421.23
956713,Referral Program,2024-06-18,All,Email,9477.86,5320,418,54,2313.02
96443,New User Discount,2024-06-17,Premium,SMS,6585.01,8087,288,23,3386.38
46328,Weekend Special,2024-06-17,Inactive,Social Media,3654.76,9716,876,77,2058.48
853731,Festival Offer,2024-06-17,Inactive,App,8248.94,5178,218,20,4346.45
306730,Flash Sale,2024-06-17,Inactive,Email,8481.23,2520,281,63,3634.05
709860,Membership Drive,2024-06-17,New Users,App,3956.09,4777,165,18,1347.85
958569,Category Promotion,2024-06-17,New Users,Email,7891.14,6554,262,54,2766.46
704835,App Push Notification,2024-06-17,Inactive,Email,5825.97,5758,563,32,1431.46
952949,Email Campaign,2024-06-17,All,SMS,6013.29,1867,252,32,3601.37
66920,Referral Program,2024-06-17,Inactive,Social Media,9927.17,1844,424,66,3701.77
502555,New User Discount,2024-06-16,New Users,App,8503.44,9249,700,12,1593.91
596296,Weekend Special,2024-06-16,All,App,6132.47,1334,902,90,2481
366737,Festival Offer,2024-06-16,Inactive,Email,9933.28,9644,459,76,4939.87
342656,Flash Sale,2024-06-16,All,SMS,5915.73,3372,116,81,2118.14
40100,Membership Drive,2024-06-16,All,SMS,8444.14,7337,294,16,1919.72
87706,Category Promotion,2024-06-16,All,SMS,9219.79,5168,446,96,1129.17
308000,App Push Notification,2024-06-16,New Users,Social Media,3354.44,4400,401,40,1804.59
428184,Email Campaign,2024-06-16,All,App,5181.51,2536,230,81,4318.81
373268,Referral Program,2024-06-16,New Users,Email,2564.13,6134,546,10,2054.83
122101,New User Discount,2024-06-15,All,App,4040.04,3479,954,57,3021.8
618357,Weekend Special,2024-06-15,Premium,App,4378.18,5190,593,77,1721.69
